,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
159,쇼핑몰(소셜&오픈마켓) 상품등록 및 웹디자인 담당/보조 모집,/Recruit/GI_Read/42914509?rPageCode=SL&logpath=21,㈜시그날어페럴,"['신입·경력1년↑', '초대졸↑', '서울성동구', '정규직', '사원급']","사이트관리, UI·UX기획, 백화점, GUI, 카페·블로그관리, 모바일디자인, 유통, 모바일디자인, 의류매장, 삽화·일러스트, GUI, MD, UI·UX기획, POP",신입·경력1년↑,초대졸↑,서울성동구,정규직,사원급,,
160,iOS 앱 개발(경력),/Recruit/GI_Read/42905105?rPageCode=SL&logpath=21,㈜지어소프트,"['경력3년↑', '학력무관', '서울종로구', '정규직']","모바일앱개발, BigData, 솔루션, 서버구축, 시스템분석, SI, 정보통신·IT, 시스템분석, SI개발, 클라이언트, SI개발, 시스템설계, 시스템설계, 네트워크관리, 소프트웨어개발",경력3년↑,학력무관,서울종로구,정규직,,,
161,"JAVA, Spring 웹 개발(경력)",/Recruit/GI_Read/42905467?rPageCode=SL&logpath=21,㈜지어소프트,"['경력3년↑', '학력무관', '서울종로구', '정규직']","모바일앱개발, BigData, GUI, SI개발, 솔루션, SI, 서버관리, 인터페이스, 반응형웹, 클라이언트, 핀테크, 소프트웨어개발, HTTP",경력3년↑,학력무관,서울종로구,정규직,,,
162,2023 MOTZ 정규직 신입/경력 채용공고,/Recruit/GI_Read/42924122?rPageCode=SL&logpath=21,㈜모츠,"['신입·경력', '초대졸↑', '서울', '정규직', '3,000~6,000만원']","고객관리, 인터넷방송, ATL, 기업홍보, 디지털마케팅, 사이트관리, 행사기획, 거래처관리, IMC, 무대디자인, 기업홍보, 브랜드기획, 행정, 방송기획, 프로모션, 홍보대행, 데이터분석, 영상제작, SNS마케팅, 영업기획, 프로모션, 문서관리, 방송기획, 이벤트, 카페·블로그관리, 프로덕션, 프로모션대행, 브랜드기획, 신사업기획, 방송기획, 브랜딩, 이벤트기획사, 이벤트대행, 카페·블로그관리, 데이터분석, 영상제작, 영업전략, 가맹점관리, 광고기획, 전시기획, PPL, 사이트관리, 영상제작, 오프라인마케팅, 제휴마케팅, SNS마케팅, 매출관리, 사업기획, 연출, 온라인영업, 공연기획, 바이럴마케팅, 온라인광고, 컨벤션, 케이블방송, 키워드광고, 키워드광고, 프로모션, 영상제작, 오프라인영업, 콘텐츠기획, 고객관리, 광고디자인, 매출관리, 전략기획, 콘텐츠기획, 광고기획, 브랜딩, 시장분석, 데이터분석, 기업홍보, 브랜드기획, 영상제작, 이벤트기획, 전략기획, SNS마케팅, SEO, 문화기획, 방송제작, 프로모션, BTL, BTL, 매체관리, 서무, 이벤트기획, SNS마케팅, 문서관리, 프로모션, 광고PD, 서비스기획, 콘텐츠기획, 광고제작, 시장분석, 전시디자인, 인코딩, 영상제작, SEO, 광고대행, 시장분석, 데이터분석",신입·경력,초대졸↑,서울,정규직,"3,000~6,000만원",,
163,2023 중앙그룹 신입사원 모집,/Recruit/GI_Read/42887747?rPageCode=SL&logpath=21,중앙일보㈜,"['신입·경력', '대졸↑', '서울마포구', '정규직']","예능PD, 신문사, 언론사, 재무기획, 문서관리, 문서작성, 서무, 행정, 행정, 인사행정, 급여관리, 면접·채용, 평가·보상, 노사관리, 복리후생, 인사교육, 재무회계, 재무기획, 재무회계, 재무분석, 재무기획, 재무분석, 재무회계, 서버관리, HTTP, 반응형웹, 인터페이스, SI개발, 네트워크관리, 시스템분석, 시스템설계, 펌웨어, 서버관리, 네트워크관리, 방화벽, 기업홍보, 거래처관리, 거래선개발관리, 거래처관리, 매출관리, 영업기획, 영업전략, 방송기획, 방송제작, 편성, 촬영기자, 신문기자, 촬영기자, 취재기자, 편집기자, 방송아나운서",신입·경력,대졸↑,서울마포구,정규직,,,
164,(주)다인정공 신입/경력사원 공개채용,/Recruit/GI_Read/42890662?rPageCode=SL&logpath=21,다인정공,"['신입·경력', '초대졸↑', '경기시흥시외', '정규직']","고객관리, 관리회계, 메카트로닉스, 기업홍보, 데이터관리, 거래처관리, 캐드원, 기술지원, DBMS, 시스템설계, 해외마케팅, 산업안전, 시스템운영, 중국어, 기계, 기술영업, 자동화설비, 재무회계, 기계조립, 시스템분석, 영어, 장비영업, 절삭공구, 기업회계, 로봇설계, 메카트로닉스, 결산, 기계설계, 산업안전, 시스템분석, 시스템설계, 데이터마이닝, 로봇설계, CAM, 기술지원, 회계감사, 유지보수, 로봇설계, 국내영업, 원가회계, 전산회계, ERP운용",신입·경력,초대졸↑,경기시흥시외,정규직,,,
165,서비스 기획 담당 채용,/Recruit/GI_Read/42903853?rPageCode=SL&logpath=21,㈜아이마켓코리아,"['경력무관', '대졸↑', '서울강남구', '정규직']","네트워크관리, 펌웨어, UI·UX기획, 데이터분석, 영업기획, 신사업기획, 시스템운영, 제안·컨설팅, 영업전략, 시스템운영, 시스템분석, 모바일디자인, 앱기획, SI개발, UI·UX기획, 콘텐츠기획, 매출관리, 시스템설계, 증강현실, 전략기획, 솔루션스아키텍트, 데이터분석, 클라우드개발자, GUI, 서버구축, 서비스기획, 경영기획, 네트워크관리",경력무관,대졸↑,서울강남구,정규직,,,
166,"2023년 신입, 경력사원 9월 수시 채용",/Recruit/GI_Read/42913027?rPageCode=SL&logpath=21,㈜단군소프트,"['신입·경력', '학력무관', '서울서초구', '정규직']","고객관리, 관리회계, 모바일앱개발, DRM, 복리후생, 거래처관리, 솔루션영업, VoIP, DW, 솔루션, 영업기획, 시스템영업, 영업전략, 가맹점관리, 기술영업, 바이어개발, 영어, CRM, 거래선개발관리, 조직문화, 결산, 매출관리, ERP, POS, 면접·채용, 평가·보상, 거래처관리, 교육기획, 대리점관리, 데이터분석, 급여관리, 인사행정, 인사기획, 경영기획, 소프트웨어개발, 인사교육, 국내영업",신입·경력,학력무관,서울서초구,정규직,,,
167,전산정보실 직원 채용,/Recruit/GI_Read/42903123?rPageCode=SL&logpath=21,정화예술대학교,"['신입·경력', '대졸↑', '서울중구', '계약직', '사원급']","SI개발, 펌웨어, 서버구축, 시스템운영, 대학(교)교직원, 시스템분석, 교직원, 시스템설계, 대학교, 서버관리, 네트워크관리",신입·경력,대졸↑,서울중구,계약직,사원급,,
168,"[벤처기업] 빌딩자동제어 PLC 엔지니어채용 (전기,자동제어 프로그래머)",/Recruit/GI_Read/42896665?rPageCode=SL&logpath=21,한중엔지니어링,"['신입·경력', '고졸↑', '경기하남시외', '정규직', '사원급외']","펌웨어, 회로설계, 배관·케이블, 캐드원, 임베디드, 전기제어, 솔루션, 자동제어, 펌웨어, 회로설계, 임베디드, 전기회로, 펌웨어, 메카트로닉스, 전기설계, 전기설비, 통신설비, PCB, 전기배선, 제어, CAM, 품질테스트, PLC, 자동제어",신입·경력,고졸↑,경기하남시외,정규직,사원급외,,
169,[경력]프론트엔드 개발자 채용,/Recruit/GI_Read/42896780?rPageCode=SL&logpath=21,니트소프트,"['경력5년↑', '학력무관', '서울강남구외', '정규직', '과장~차장급']","GUI, SM, SI, SI개발, 인터페이스, 반응형웹",경력5년↑,학력무관,서울강남구외,정규직,과장~차장급,,
170,㈜씨크랩 보안솔루션  C/C++개발자 / JAVA (WEB)개발자 / 보안솔루션 엔지니어 경력직 채용,/Recruit/GI_Read/42902528?rPageCode=SL&logpath=21,씨크랩,"['경력', '학력무관', '서울강서구외', '정규직', '4,000~10,000만원', '팀원']","솔루션, 서버구축, 시스템분석, 시스템운영, 시스템운영, 방화벽, 정보보안, 네트워크관리, 클라이언트, 시스템설계, 네트워크관리, 정보보안, 서버구축, 시스템설계, 서버관리, 네트워크관리, 소프트웨어개발",경력,학력무관,서울강서구외,정규직,"4,000~10,000만원",팀원,
171,[솔탑] 연구/개발직 신입 및 경력사원 모집,/Recruit/GI_Read/42898739?rPageCode=SL&logpath=21,㈜솔탑,"['신입·경력2년↑', '대전유성구외', '정규직']","메카트로닉스, 기계설계, 기구설계, 전자통신, 펌웨어, 제어·설계, 앱개발자, 유지보수, 신호처리, 솔루션, 펌웨어, 회로설계, 구조설계, 방산/우주, 시스템분석, 임베디드, 통신설비, 기계공학, 3D설계, 시스템운영, 전기전자공학, 시스템분석, 정보보안, 펌웨어, 네트워크관리, 메카트로닉스, 정보통신공학, 회로설계, AUTO CAD, 정보통신, 무인항공기·드론, 서버구축, 위성통신, 회로설계, 위성개발, 네트워크관리",신입·경력2년↑,대전유성구외,정규직,,,,
172,NH투자증권 해외대 신입사원 채용,/Recruit/GI_Read/42904649?rPageCode=SL&logpath=21,NH투자증권㈜,"['신입', '대졸↑', '서울영등포구', '인턴']","고객관리, 거래처관리, 방카슈랑스, UI·UX기획, 데이터분석, 자산운용, 시장조사, 영업기획, 위험분석·관리, 금융, 설문조사, 자산관리사, 통계·분석, 데이터시각화, 재무상담, 데이터분석, 영업전략, 거래처관리, 자산관리, 금융상품기획, 사업기획, UI·UX기획, 거래선개발관리, 투자자문, 투자상담·자문, 매출관리, 법인고객영업, 입출금관리, 데이터분석, 전략기획, 데이터분석, 분석모델링, 부동산컨설팅, 투자상담, GUI, PB, 채권, UI·UX기획, 서비스기획, 시장분석, 채권, 부동산개발, 여신상담",신입,대졸↑,서울영등포구,인턴,,,
173,2023년 코오롱그룹 9월 정기공채,/Recruit/GI_Read/42888878?rPageCode=SL&logpath=21,코오롱그룹,"['경력', '학력무관', '경기과천시외', '정규직']","고객관리, 관리회계, 빅데이터, OLAP개발자, 기업홍보, 데이터관리, 복리후생, SI개발, 4대보험, 거래처관리, 솔루션영업, 재무회계, 펌웨어, 데이터레이크, 행정, 시장조사, 프로모션, 영업기획, DBMS, 시스템영업, CFO, 신사업기획, 자금관리, ETL, 브랜딩, 서버구축, 시스템분석, 시스템운영, 환경, 영업전략, 재무분석, 가맹점관리, 기술영업, 시스템운영, 장비영업, 재무회계, 구매계약, 매출관리, 모델링, 방화벽, 사업기획, 시스템분석, 정보보안, 기업회계, 거래선개발관리, 결산, 네트워크관리, 문서작성, 재무기획, 조직문화, 클라이언트, SI개발, 결산, 고객관리, 매출관리, 보안관제, 시스템설계, 면접·채용, 평가·보상, 전략기획, 콘텐츠기획, 거래처관리, 교육기획, 대리점관리, 시장분석, 자재구매, 데이터분석, 브랜드기획, 전략기획, 급여관리, 네트워크관리, 자동차, 정보보안, 데이터마이닝, 아키텍처, 연구기획, 납품영업, 문서관리, 서버구축, 시스템설계, 인사기획, DW모델러, 기술지원, 네트워크영업, 법인결산, 재무기획, 회계감사, 서버관리, 경영기획, 네트워크관리, 자동차영업, 환경관리, 데이터파이프라인, 국내영업, 시장분석, 원가회계, 자동차, 전산회계, 데이터분석, DB튜닝",경력,학력무관,경기과천시외,정규직,,,
174,각 부문별 경력 사원 채용,/Recruit/GI_Read/42883872?rPageCode=SL&logpath=21,㈜모나미,"['신입·경력', '대졸↑', '경기용인시', '정규직']","고객관리, 관리회계, 인터페이스, 프로모션, SI개발, 납품영업, 영업기획, 프로모션, 문서작성, 물류센터, 학원강사, CAD, 부품개발, 유통영업, 서버관리, 영업전략, 가맹점관리, 교육행정, 교육기획, 매출관리, 사업기획, 상품입출고, 재고관리, 고객문의분석, SI개발, 거래선개발관리, 금형설계, 결산, 고객관리, 매출관리, 데이터분석, 소재개발, 상담품질관리, 경영기획, 법인결산, 재무기획, 콘텐츠기획, 경영기획, 교육콘텐츠개발, HTTP, 전산회계, ERP운용, 교재개발, 고객경험관리",신입·경력,대졸↑,경기용인시,정규직,,,
175,2023년도 YIKC-EXICON-SEMCNS GROUP 하반기 대졸신입공채,/Recruit/GI_Read/42853616?rPageCode=SL&logpath=21,와이아이케이㈜,"['신입', '대졸↑', '경기성남시외', '정규직']","상품입출고, 전기설계, PCB, 복리후생, 행정, 전기제어, 비품관리, 재고관리, 전자, 전기·전자, 제조·공정, 시스템분석, 전기회로, 시스템설계, 제어·설계, 반도체·LCD, 연구기획, 자산관리, 전기, 문서관리, 서무, 회로설계",신입,대졸↑,경기성남시외,정규직,,,
176,코박 프론트앤드 개발자,/Recruit/GI_Read/42890957?rPageCode=SL&logpath=21,㈜판도라티비,"['경력5년↑', '학력무관', '경기성남시', '정규직']","GUI, 인터페이스, 반응형웹",경력5년↑,학력무관,경기성남시,정규직,,,
177,9월 신입/경력 그룹 수시채용,/Recruit/GI_Read/42888717?rPageCode=SL&logpath=21,교원그룹,"['신입·경력', '학력무관', '서울중구', '정규직']","고객관리, 관리회계, 패키지디자인, 학원운영, 디지털마케팅, SI개발, 거래처관리, IMC, 호텔사무, 인터페이스, 영어, 프로모션, 학습지, 일반학원, 영업기획, 프로모션, 물류센터, 브랜드기획, 신사업기획, 샵마스터, 시스템분석, 시스템운영, 영업전략, 제휴마케팅, 매출관리, 사업기획, 시스템분석, 재고관리, 여행사무, 기업회계, 여행상품기획, SI개발, 고객응대, 바이럴마케팅, 호텔리어, SI개발, 고객관리, 매출관리, 시스템설계, 영어, 솔루션스아키텍트, 거래처관리, 임대·임대컨설팅, 판매관리, 데이터분석, 일반학원, 컴플라이언스, SNS마케팅, 진열관리, 아키텍처, 인사행정, 시스템설계, 인사기획, 회계감사, 클라우드아키텍트, 지적재산권, 판매영업, 패키지디자인, 교육콘텐츠개발, 인사교육, 원가회계, 전산회계",신입·경력,학력무관,서울중구,정규직,,,
178,2023년 에스엘 하반기 전자 R&D 대규모 채용 (경력),/Recruit/GI_Read/42863805?rPageCode=SL&logpath=21,에스엘,"['경력3년↑', '대졸↑', '경기시흥시외', '정규직']","네트워크관리, 생산기술, GUI, PCB, 신소재, SI개발, 웹표준·웹접근성, 조립, 펌웨어, 회로설계, 인터페이스, 검증, 밀링, 정보통신, 제품개발, GUI, 신소재, 음성인식, SI개발, 연마, 테스터, 펌웨어, 시스템설계, 웹마스터, 절단, 회로설계, LCD, 딥러닝, 암호화폐, 서버구축, 시스템분석, 시스템운영, 임베디드, 패턴사, 재단, 서버관리, 인공지능, 챗봇, 기계, 기계설비, 기술영업, 설비, 시스템운영, 연삭, 터치스크린, 기계조립, 시스템분석, PCB, 기계조작, 미싱, 반응형웹, 이미지프로세싱, SI개발, 네트워크관리, 메카트로닉스, 웹마스터, 자연어처리(NLP), DID, 시스템분석, 시스템설계, 증강현실, 제어·설계, 비금속, 인터페이스, 솔루션스아키텍트, 디스플레이, 제관, 펌웨어, 클라우드개발자, LED·OLED, 자동화라인, 금속, 반도체영업, 챗봇, 사출, 서버구축, 시스템설계, 반응형웹, 기술지원, 네트워크영업, 회로, PLC, 서버관리, 음성인식, 클라우드아키텍트, 클라이언트, 핀테크, Dapp, 검증, 네트워크관리, 가상현실, 조향, 핀테크, HTTP, 모델링, 자동제어, 절곡, 회로설계, 스마트컨트랙트, 메타버스",경력3년↑,대졸↑,경기시흥시외,정규직,,,
