,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
41,"연3200만/주5일/연장,주말,야근X/칼퇴/워라벨/시청/컴퓨터(PC/OA유지보수)경력사원 채용",/Recruit/GI_Read/42982687?rPageCode=PL&logpath=2,㈜아이에스지산업,"['경력무관', '고졸↑', '서울중구외', '정규직외', '', '3,200~3,300만원']","헬프데스크, A·S수리, 기술지원, 서버구축, 시스템운영, 시스템운영, 설치, PC유지보수, OA유지보수, 네트워크관리, 전산유지보수, 서버관리, 네트워크관리, 유지보수, 솔루션",경력무관,고졸↑,서울중구외,정규직외,,"3,200~3,300만원",
42,"연2800만/평일근무/연장,야간,주말X/초보,신입/칼퇴/워라벨/영등포/쉽고,간단한 컴퓨터/셋팅관리",/Recruit/GI_Read/42982659?rPageCode=PL&logpath=2,㈜아이에스지산업,"['경력무관', '고졸↑', '서울영등포구외', '정규직외', '', '2,700~2,800만원']","헬프데스크, A·S수리, 기술지원, 시스템운영, 설치, PC유지보수, OA유지보수, 네트워크관리, IT, 전산유지보수, 서버관리, 네트워크관리, 소프트웨어개발, 유지보수",경력무관,고졸↑,서울영등포구외,정규직외,,"2,700~2,800만원",
43,"연2800만/주5일/워라벨/칼퇴/주말,야근,연장X/신입,초보/셔틀운행/구미/ 컴퓨터유지관리",/Recruit/GI_Read/42982607?rPageCode=PL&logpath=2,엠제이코리아,"['경력무관', '고졸↑', '경북구미시외', '계약직', '2,700~2,800만원']","디지털기기, 헬프데스크, A·S수리, 기술지원, 시스템운영, 네트웍구축, 시스템운영, 설치, PC유지보수, OA유지보수, 네트워크관리, IT, 서버관리, 네트워크관리, 유비쿼터스, 유지보수",경력무관,고졸↑,경북구미시외,계약직,"2,700~2,800만원",,
44,"연2800만/주5일/칼퇴/워라벨/연장,주말,야근X/회화가능자/신입,초보/마포/IT관리(채팅/메일링/문서)",/Recruit/GI_Read/42982689?rPageCode=PL&logpath=2,㈜아이에스지산업,"['경력무관', '고졸↑', '서울마포구외', '정규직외', '', '2,700~3,000만원']","헬프데스크, A·S수리, 기술지원, 서버구축, 시스템운영, 시스템운영, 설치, PC유지보수, OA유지보수, 네트워크관리, 서버관리, 네트워크관리, 유지보수, 솔루션",경력무관,고졸↑,서울마포구외,정규직외,,"2,700~3,000만원",
45,"연2800만/주5일/칼퇴/연장,야근,주말X/워라벨/신입,초보/구미시/셔틀/식사제공/PC/OA유지보수관리",/Recruit/GI_Read/42982662?rPageCode=PL&logpath=2,㈜아이에스지산업,"['경력무관', '고졸↑', '경북구미시외', '계약직', '2,600~2,900만원']","헬프데스크, A·S수리, 기술지원, 시스템운영, 시스템운영, 하드웨어, 설치, 시스템분석, PC유지보수, OA유지보수, 네트워크관리, 전산유지보수, 서버관리, 네트워크관리, 유지보수",경력무관,고졸↑,경북구미시외,계약직,"2,600~2,900만원",,
46,"연2800만/신입,초보/칼퇴/주5일/야근,주말,연장X/워라벨/영어가능자/마포/PC/OA/메일링/채팅/번역",/Recruit/GI_Read/42982693?rPageCode=PL&logpath=2,아이에스지산업,"['경력무관', '고졸↑', '서울마포구외', '정규직', '2,800~3,000만원']","헬프데스크, A·S수리, 기술지원, 서버구축, 시스템운영, 시스템운영, 설치, 시스템분석, PC유지보수, OA유지보수, 네트워크관리, 전산유지보수, 서버관리, 네트워크관리, 소프트웨어개발, 유지보수, 솔루션",경력무관,고졸↑,서울마포구외,정규직,"2,800~3,000만원",,
47,㈜푸드테크 IT부문 델파이 개발자 채용,/Recruit/GI_Read/42971399?rPageCode=SL&logpath=21,㈜푸드테크,"['신입·경력', '서울강남구', '정규직']","GUI, 인터페이스, SI개발, 암호화폐, 서버관리, 챗봇, SI개발, 증강현실, 인터페이스, 델파이, 반응형웹, 음성인식, 클라이언트, 핀테크, 소프트웨어개발, 가상현실, 핀테크, HTTP, 메타버스",신입·경력,서울강남구,정규직,,,,
48,[비드코칭]에서 함께 성장할 [PHP 풀스택 개발자]를 모십니다,/Recruit/GI_Read/42973388?rPageCode=SL&logpath=21,비드코칭연구소㈜,"['신입·경력1년↑', '초대졸↑', '대전중구외', '정규직', '3,300~4,000만원', '사원급외']","GUI, SI개발, 서버관리, 인터페이스, 반응형웹, 클라이언트, 핀테크, HTTP",신입·경력1년↑,초대졸↑,대전중구외,정규직,"3,300~4,000만원",사원급외,
49,[코드블럭㈜] 감각있는 웹디자이너 채용(신입/경력),/Recruit/GI_Read/42969531?rPageCode=SL&logpath=21,코드블럭㈜,"['신입·경력', '초대졸↑', '경기성남시외', '정규직', '사원급외']","CI, 웹표준·웹접근성, UI·UX기획, GUI, GUI, 솔루션, Sign디자인, CG, 모바일디자인, 2D디자인, 모바일디자인, 반응형웹, 앱기획, UI·UX기획, GUI, UI·UX기획, 소프트웨어개발",신입·경력,초대졸↑,경기성남시외,정규직,사원급외,,
50,PHP 개발자 / JAVA/JSP 개발자 / 웹퍼블리셔 / 웹 기획 / 사업기획 부문 경력직 채용,/Recruit/GI_Read/42972227?rPageCode=SL&logpath=21,㈜리로소프트,"['경력3년↑', '학력무관', '서울구로구', '정규직']","모바일앱개발, 소프트웨어개발, 솔루션, SI, 사업기획, 신사업기획, 연구기획, 전략기획, 서비스기획, 스토리보드, 제안·컨설팅, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 웹마스터, 반응형웹, 웹표준·웹접근성",경력3년↑,학력무관,서울구로구,정규직,,,
51,Runday를 함께 개발할 동료를 모집합니다.,/Recruit/GI_Read/42974317?rPageCode=SL&logpath=21,㈜땀,"['신입·경력', '학력무관', '서울서초구', '정규직', '사원급외']","인터페이스, 모바일, 모바일App, 앱기획, SI개발, UI·UX기획, 콘텐츠기획, 스토리보드, 서비스기획",신입·경력,학력무관,서울서초구,정규직,사원급외,,
52,[네오바이오텍] 시스템개발팀 경력직 채용,/Recruit/GI_Read/42966549?rPageCode=SL&logpath=21,㈜네오바이오텍,"['경력10년↑', '초대졸↑', '강원원주시', '정규직']","서버구축, 시스템분석, 시스템설계, 서버관리, 네트워크관리",경력10년↑,초대졸↑,강원원주시,정규직,,,
53,[코스닥 상장사-디어유]Android 개발자,/Recruit/GI_Read/42967296?rPageCode=SL&logpath=21,디어유,"['경력3년↑', '대졸↑', '서울강남구', '정규직', '팀원']",모바일App,경력3년↑,대졸↑,서울강남구,정규직,팀원,,
54,DB 관리자,/Recruit/GI_Read/42966153?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력10년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력10년↑,학력무관,서울서초구,정규직,,,
55,IT인프라 엔지니어,/Recruit/GI_Read/42966243?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력5년↑', '학력무관', '서울서초구', '정규직']","솔루션, 시스템운영, asp, 네트워크관리, 서버구축, 소프트웨어개발",경력5년↑,학력무관,서울서초구,정규직,,,
56,웹프론트엔드 개발,/Recruit/GI_Read/42966137?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력6년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력6년↑,학력무관,서울서초구,정규직,,,
57,2023년 9월 KT 경력사원 채용(IT분야),/Recruit/GI_Read/42968571?rPageCode=SL&logpath=21,㈜케이티,"['경력5년↑', '대졸↑', '서울종로구외', '정규직']","네트워크관리, 메카트로닉스, GUI, 빅데이터, 데이터관리, SI개발, 펌웨어, 연구·실험·기술, 인터페이스, 데이터분석, SI개발, PL, 모바일, 딥러닝, 데이터시각화, 서버구축, 시스템분석, 시스템운영, 전기·전자, 제안·컨설팅, PM, 서버관리, 인공지능, 네트웍구축, 시스템운영, 정보통신·IT, 무선통신, 시스템분석, 정보보안, 로봇설계, 앱기획, SI개발, UI·UX기획, 네트워크관리, R&D, 자연어처리(NLP), 클라이언트, 콘텐츠기획, SI개발, 보안관제, 시스템설계, 제품개발, 데이터분석, 인터페이스, 솔루션스아키텍트, 클라우드개발자, 네트워크관리, 자동차, 정보보안, 텔레콤, 통신, 데이터마이닝, 로봇설계, 아키텍처, 서버구축, 시스템설계, 제품개발, 반응형웹, PO, 서비스기획, 서버관리, 클라우드아키텍트, 클라이언트, 핀테크, 네트워크관리, 로봇설계, AI, HTTP, 데이터파이프라인, 모델링, 무선통신",경력5년↑,대졸↑,서울종로구외,정규직,,,
58,[롯데멤버스] 2023년 9월 경력사원 채용 (클라우드 인프라 구축/운영 관리),/Recruit/GI_Read/42965571?rPageCode=SL&logpath=21,롯데멤버스㈜,"['경력3년↑', '학력무관', '서울중구', '정규직']","네트워크관리, SI개발, 펌웨어, PL, 서버구축, 시스템운영, PM, 서버관리, 시스템운영, 시스템분석, 정보보안, 네트워크관리, 클라이언트, 시스템설계, 솔루션스아키텍트, 클라우드개발자, 아키텍처, 서버구축, 시스템설계, PO, 서버관리, 클라우드아키텍트, 클라이언트, 네트워크관리",경력3년↑,학력무관,서울중구,정규직,,,
59,[NeoLAB] iOS개발 경력 채용,/Recruit/GI_Read/42962252?rPageCode=SL&logpath=21,㈜네오랩컨버전스,"['경력5년↑', '초대졸↑', '서울구로구', '정규직']","전자, 서비스기획, 스토리보드, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 증강현실, 가상현실, 음성인식, 인터페이스, 핀테크, SI개발, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 서버관리, GUI, 모바일디자인, UI·UX기획",경력5년↑,초대졸↑,서울구로구,정규직,,,
60,[신한은행] RPA 개발 및 운영 경력직 채용,/Recruit/GI_Read/42962733?rPageCode=SL&logpath=21,신한은행,"['경력2년↑', '대졸↑', '서울중구', '계약직']","금융, 인공지능, 모델링, 투자자문, 데이터분석, 분석모델링, 창업투자, 투자상담, 모델링, 은행",경력2년↑,대졸↑,서울중구,계약직,,,
61,BMS 개발자 채용(하드웨어 및 소프트웨어),/Recruit/GI_Read/42967570?rPageCode=SL&logpath=21,㈜피엠그로우,"['경력무관', '대졸↑', '경기의왕시', '정규직', '팀원']","메카트로닉스, PCB, 제품개발, BMS, 자동차부품, 자동차, 제품개발, 회로설계",경력무관,대졸↑,경기의왕시,정규직,팀원,,
62,[SPC그룹][Secta9ine] Fintech 서비스 개발자 수시 채용,/Recruit/GI_Read/42967182?rPageCode=SL&logpath=21,(주)섹타나인,"['경력5년↑', '초대졸↑', '서울강남구', '정규직']","모바일앱개발, GUI, 인터페이스, SI개발, 솔루션, 시스템분석, 서버관리, 시스템운영, 방화벽, 정보보안, 네트워크관리, 클라이언트, SI개발, 보안관제, 인터페이스, 네트워크관리, 정보보안, 아키텍처, 서버구축, 시스템설계, 반응형웹, 핀테크, 클라이언트, 핀테크, 소프트웨어개발, 핀테크",경력5년↑,초대졸↑,서울강남구,정규직,,,
63,[LG그룹] 자동차 전장(AVN) 품질Solution(Teamcenter) 경력직 채용,/Recruit/GI_Read/42966712?rPageCode=SL&logpath=21,㈜비즈테크아이,"['경력', '대졸↑', '서울강서구', '정규직']","네트워크관리, SI개발, 임베디드, SI개발, 솔루션, 테스터, PL, 서버구축, 시스템분석, 시스템운영, PM, 서버관리, 시스템운영, 시스템분석, 정보보안, SI개발, 네트워크관리, SI개발, 보안관제, 시스템설계, ERP, 데이터분석, 솔루션스아키텍트, 클라우드개발자, 네트워크관리, 정보보안, 아키텍처, 서버구축, 시스템설계, PO, 서버관리, 클라우드아키텍트, 검증, 네트워크관리, 소프트웨어개발",경력,대졸↑,서울강서구,정규직,,,
64,㈜마크로젠 각 부문 신입/경력 직원 채용,/Recruit/GI_Read/42955631?rPageCode=SL&logpath=21,㈜마크로젠,"['신입·경력', '초대졸↑', '서울금천구외', '정규직외']","고객관리, 제약영업, 거래처관리, 연구·실험·기술, 의료기기영업, 미생물, SI개발, 바이오, 의료기기연구, 자금관리, PM, 영업전략, 영어, 미생물, 제약, 매출관리, 생명공학, 의약외품연구, 입출금관리, 생명공학, 제약·바이오R&D, PO, 국내영업",신입·경력,초대졸↑,서울금천구외,정규직외,,,
65,[디저트39] 2023년도 각 부문 공개 채용,/Recruit/GI_Read/42962342?rPageCode=SL&logpath=21,㈜에스엠씨인터내셔널,"['신입·경력1년↑', '학력무관', '서울강남구외', '정규직']","고객관리, 기업홍보, 디지털마케팅, 거래처관리, 수출입계약, UI·UX기획, 리모델링, 시장조사, 식품MD, 음식료, 영상제작, SI개발, SNS마케팅, 영업기획, 인테리어, 카페·블로그관리, 수출입관리, 신사업기획, 건축설계, 점포개발, 카페·블로그관리, 서버관리, 영업전략, 가맹점관리, 리테일MD, 오프라인마케팅, 제휴마케팅, SNS마케팅, 베이커리, 사업기획, 국제무역, SI개발, 거래선개발관리, 건축감리, 건축CM, 매출관리, 바이럴마케팅, 식품, 식품연구, 키워드광고, 키워드광고, VMD, 매출관리, 상품기획, 파티쉐, 현장감리, 전략기획, 콘텐츠기획, 메뉴개발, 시장분석, 데이터분석, 기업홍보, 브랜드기획, 이벤트기획, 전략기획, SNS마케팅, 프로모션, 매체관리, 이벤트기획, SNS마케팅, 메뉴기획, 상품입출고, 바이어개발, 오더관리, 제빵사, APM, 콘텐츠기획, 핀테크, 시공감리, 핀테크, 건축감리, 시장분석, 데이터분석, 해외사업",신입·경력1년↑,학력무관,서울강남구외,정규직,,,
66,개발자 모집 - Java/Vue.js (청주 근무),/Recruit/GI_Read/42970232?rPageCode=SL&logpath=21,㈜레이어3 (Layer3),"['경력2년↑', '학력무관', '충북청주시', '정규직', '3,400~3,600만원', '주임~대리급외']","SI개발, SI, 소프트웨어개발",경력2년↑,학력무관,충북청주시,정규직,"3,400~3,600만원",주임~대리급외,
67,[롯데백화점]개인정보 보호 담당 경력 채용,/Recruit/GI_Read/42967623?rPageCode=SL&logpath=21,롯데쇼핑,"['경력4년↑', '학력무관', '서울중구', '정규직']","시스템분석, 시스템운영, 방화벽, 시스템분석, 정보보안, 보안관제, 시스템설계, 네트워크관리, 정보보안, 시스템설계, 서버관리, 네트워크관리",경력4년↑,학력무관,서울중구,정규직,,,
68,2023년 각 부문 공개채용(기술연구소),/Recruit/GI_Read/42965598?rPageCode=SL&logpath=21,㈜힐세리온,"['경력2년↑', '대졸↑', '경기성남시', '정규직']","회로설계, 서버구축, 시스템분석, 펌웨어, 건강, 시스템설계, 인터페이스, 의료기기, 반응형웹, 서버관리",경력2년↑,대졸↑,경기성남시,정규직,,,
69,IT 개발자 경력(계약직) 직원 모집(Spring Framework / JAVA / MS SQL),/Recruit/GI_Read/42967453?rPageCode=SL&logpath=21,㈜한국씨엠씨,"['경력3년↑', '초대졸↑', '대전유성구', '계약직']","시공관리, 건설, 건설품질관리, 건설안전, 토목",경력3년↑,초대졸↑,대전유성구,계약직,,,
